                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4287,                 1.0981,                 1.2156,                0.89472,                0.94737,                0.91964,                0.67535,                 1.0778,                 1.0001,                 1.0542,               0.001802,               0.001802,               0.001802
                     12,                  1.261,                0.96981,                 1.1727,                0.93356,                0.84211,                0.87892,                0.60956,                 1.0032,                 1.0448,                 1.0139,              0.0017822,              0.0017822,              0.0017822
                     13,                   1.23,                0.95658,                 1.1493,                0.99544,                0.78947,                0.91059,                0.66607,                0.98817,                0.95658,                 1.0109,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.2624,                0.97169,                 1.2019,                 0.8063,                 0.8769,                0.84975,                  0.557,                 1.1988,                 1.0237,                 1.0554,              0.0017426,              0.0017426,              0.0017426
                     15,                   1.23,                 0.8975,                 1.1166,                0.77218,                0.94737,                 0.8329,                0.56735,                 1.0467,                 1.1723,                 1.0227,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.2519,                0.94099,                  1.141,                0.69997,                0.89474,                0.84743,                0.51631,                 1.4116,                 1.1852,                 1.1347,               0.001703,               0.001703,               0.001703
                     17,                 1.1743,                  0.917,                 1.1257,                 0.8303,                0.84211,                 0.8637,                0.55903,                 1.1027,                0.94906,                  1.056,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.1719,                0.86589,                 1.1169,                0.83535,                0.84211,                0.87195,                0.60529,                 1.1492,                0.92637,                 1.0821,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.2266,                0.88006,                 1.1111,                      1,                0.78056,                0.87762,                0.64239,                0.98618,                0.91175,                 1.0534,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.1529,                0.88348,                 1.1078,                0.93701,                0.78334,                0.85954,                0.68333,                0.84572,                 0.8658,                0.94155,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.2136,                 0.8554,                 1.1695,                0.85976,                0.73684,                 0.8314,                 0.6336,                0.83439,                 1.0056,                0.92264,               0.001604,               0.001604,               0.001604
                     22,                 1.1057,                0.83432,                 1.0931,                0.78396,                0.78947,                0.79249,                0.58501,                0.88669,                0.96485,                0.96616,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.1182,                0.82417,                 1.0805,                0.75769,                0.84211,                0.80986,                0.60323,                0.93152,                0.95806,                 1.0233,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.1539,                0.83388,                 1.1387,                0.83282,                0.84211,                 0.8345,                0.66989,                0.84914,                0.85377,                0.97309,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0658,                0.76022,                 1.1009,                0.85506,                  0.932,                0.90914,                0.65652,                 1.0141,                0.81897,                 1.0413,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.1611,                0.83751,                 1.1381,                0.84769,                0.89474,                0.92161,                0.71566,                 0.9261,                0.74871,                0.98307,               0.001505,               0.001505,               0.001505
                     27,                 1.1387,                0.82384,                 1.0881,                 0.8923,                0.94737,                0.92637,                0.73675,                 0.8274,                0.64927,                0.94398,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.0839,                0.80249,                 1.0766,                0.99172,                0.94737,                0.94744,                 0.7529,                0.81101,                0.74679,                0.93466,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.1768,                0.80465,                 1.0886,                0.84638,                0.94737,                0.93108,                0.74873,                0.86679,                0.74715,                0.95271,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.0363,                0.76873,                 1.0491,                0.89895,                0.93686,                0.91629,                0.74922,                0.83159,                0.72379,                0.94861,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.0808,                0.77915,                 1.1014,                0.93237,                0.89474,                0.93777,                0.74007,                0.83945,                0.68613,                0.96213,               0.001406,               0.001406,               0.001406
                     32,                 1.0366,                0.75827,                  1.076,                0.84811,                0.94737,                0.90443,                0.75893,                0.71971,                0.61156,                 0.9266,              0.0013862,              0.0013862,              0.0013862
                     33,                0.98332,                  0.728,                 1.0598,                0.89558,                0.94737,                0.93571,                0.75693,                0.74012,                0.58345,                0.91664,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.0224,                0.70931,                 1.0397,                 0.8975,                0.92235,                0.93445,                0.76969,                0.77255,                 0.6369,                0.93061,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.0627,                0.74429,                 1.0972,                0.84516,                0.94737,                0.89485,                0.73093,                0.77969,                 0.6935,                0.94517,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.0035,                0.75412,                  1.059,                0.85691,                0.94565,                0.92376,                0.78768,                0.65721,                0.67672,                0.92091,               0.001307,               0.001307,               0.001307
                     37,                 1.0441,                0.71106,                 1.0592,                 0.8938,                0.89474,                0.92519,                0.76569,                0.74127,                0.68693,                0.91803,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.0792,                0.73213,                 1.0564,                0.94281,                0.86844,                0.93623,                0.81604,                0.64827,                0.60489,                0.90591,              0.0012674,              0.0012674,              0.0012674
                     39,                0.93834,                0.67362,                  1.033,                0.84648,                0.94737,                 0.9089,                0.78241,                0.67005,                0.60071,                0.91002,              0.0012476,              0.0012476,              0.0012476
                     40,                0.99935,                0.65644,                 1.0487,                0.81271,                0.94737,                0.90422,                0.75685,                0.70506,                 0.6483,                0.91695,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.0071,                 0.7024,                 1.0383,                 0.8894,                0.94737,                0.91201,                0.70167,                 0.8885,                0.67183,                0.97321,               0.001208,               0.001208,               0.001208
                     42,                0.94842,                0.69198,                 1.0179,                0.84839,                0.94737,                0.91585,                 0.7423,                0.72036,                 0.6128,                0.91797,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.0384,                0.71663,                 1.0539,                 0.9298,                0.94737,                0.91508,                0.69134,                0.88286,                0.68019,                0.93747,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.0077,                0.68786,                  1.016,                0.85862,                0.89474,                0.90449,                 0.6772,                0.97161,                0.76004,                0.97197,              0.0011486,              0.0011486,              0.0011486
                     45,                0.95456,                 0.6814,                 1.0138,                0.88519,                0.89474,                0.92195,                0.80547,                0.75453,                0.65675,                0.93034,              0.0011288,              0.0011288,              0.0011288
                     46,                  1.015,                0.68723,                 1.0651,                0.92441,                0.89474,                0.93397,                0.80181,                0.72942,                0.63794,                0.92304,               0.001109,               0.001109,               0.001109
                     47,                 1.0401,                0.70627,                 1.0649,                  0.915,                0.89474,                0.93002,                0.78702,                0.70472,                0.63098,                0.91109,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.0096,                0.67766,                 1.0389,                0.98491,                0.84211,                0.93627,                0.78786,                0.66817,                0.61011,                0.90379,              0.0010694,              0.0010694,              0.0010694
                     49,                0.99014,                0.68001,                 1.0353,                0.88665,                0.94737,                0.93599,                0.78655,                0.72042,                0.63945,                 0.9181,              0.0010496,              0.0010496,              0.0010496
                     50,                0.92681,                0.65479,                0.99612,                 0.9391,                0.89474,                0.92899,                0.79777,                0.64751,                 0.6218,                0.89224,              0.0010298,              0.0010298,              0.0010298
                     51,                0.90184,                 0.6126,                0.99564,                0.88303,                0.89474,                0.91395,                0.77421,                0.64603,                0.63655,                0.89073,                0.00101,                0.00101,                0.00101
                     52,                0.95906,                0.68452,                 1.0656,                0.89348,                0.88339,                0.90773,                0.76252,                0.69348,                0.63413,                0.90465,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.0146,                0.65552,                 1.0549,                 0.8929,                0.87824,                0.92027,                0.79149,                0.65153,                0.57938,                0.89373,              0.0009704,              0.0009704,              0.0009704
                     54,                0.86737,                 0.6113,                0.99178,                0.81916,                0.94737,                0.92296,                0.78548,                0.61773,                0.58401,                0.88265,              0.0009506,              0.0009506,              0.0009506
                     55,                0.92645,                0.60306,                 1.0079,                0.84658,                0.89474,                0.92428,                0.80255,                0.65769,                0.61941,                0.91421,              0.0009308,              0.0009308,              0.0009308
                     56,                 0.9167,                0.61235,                0.99236,                0.89065,                0.89474,                0.93214,                0.81342,                0.63745,                0.60541,                0.90178,               0.000911,               0.000911,               0.000911
                     57,                0.92112,                0.60339,                 1.0261,                0.89494,                0.94737,                0.93246,                0.80191,                0.66215,                0.57402,                 0.9061,              0.0008912,              0.0008912,              0.0008912
                     58,                0.87642,                0.60237,                 1.0021,                0.89405,                0.94737,                 0.9325,                0.79586,                0.67757,                0.57612,                 0.9025,              0.0008714,              0.0008714,              0.0008714
                     59,                0.88016,                  0.608,                 1.0094,                0.94022,                0.94737,                 0.9268,                0.78201,                0.69173,                0.56457,                 0.8939,              0.0008516,              0.0008516,              0.0008516
                     60,                0.84824,                0.58384,                 1.0169,                0.94736,                0.94715,                 0.9189,                0.76263,                0.65481,                0.56189,                0.89577,              0.0008318,              0.0008318,              0.0008318
                     61,                0.84418,                0.58785,                 1.0184,                0.93499,                0.89474,                0.93052,                0.75415,                0.72067,                0.56835,                 0.9318,               0.000812,               0.000812,               0.000812
                     62,                0.87323,                0.60303,                 1.0308,                0.89946,                0.94192,                0.93287,                0.77236,                0.75829,                0.60063,                0.91797,              0.0007922,              0.0007922,              0.0007922
                     63,                0.89546,                0.61813,                 1.0175,                0.93755,                0.89474,                0.92798,                0.78879,                0.66898,                0.56456,                 0.8947,              0.0007724,              0.0007724,              0.0007724
                     64,                 0.8579,                0.58681,                0.98981,                0.93404,                0.89474,                0.94167,                0.81594,                0.63037,                0.51191,                0.88601,              0.0007526,              0.0007526,              0.0007526
                     65,                0.86174,                0.56712,                 0.9877,                0.92005,                0.94737,                 0.9601,                0.83594,                0.56775,                0.50147,                0.88289,              0.0007328,              0.0007328,              0.0007328
                     66,                0.84166,                 0.5963,                 1.0016,                0.94449,                0.94737,                0.96109,                0.82825,                0.55916,                0.50824,                0.87988,               0.000713,               0.000713,               0.000713
                     67,                0.85654,                0.59622,                 1.0378,                0.94698,                0.94036,                0.95926,                 0.8376,                0.58967,                 0.5294,                0.88121,              0.0006932,              0.0006932,              0.0006932
                     68,                0.85194,                 0.5825,                0.99042,                0.89369,                0.94737,                0.96278,                0.83687,                0.64684,                0.58392,                0.89363,              0.0006734,              0.0006734,              0.0006734
                     69,                0.83031,                 0.6085,                 1.0059,                0.89919,                0.94737,                0.94054,                0.81513,                0.63236,                0.61931,                0.88818,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.8635,                0.55246,                0.99302,                 0.8959,                0.94737,                0.93085,                0.76541,                0.63571,                0.57414,                0.89673,              0.0006338,              0.0006338,              0.0006338
                     71,                0.80178,                0.54991,                0.96966,                0.94717,                0.94381,                0.94428,                0.78012,                0.65496,                0.58198,                0.93385,               0.000614,               0.000614,               0.000614
                     72,                0.82009,                0.57807,                0.99897,                0.94441,                0.94737,                0.94691,                 0.7949,                 0.6327,                0.54636,                0.92485,              0.0005942,              0.0005942,              0.0005942
                     73,                0.78332,                0.55392,                  1.001,                 0.9455,                0.94737,                0.94458,                0.81523,                0.58348,                0.50838,                0.88298,              0.0005744,              0.0005744,              0.0005744
                     74,                0.84855,                0.55492,                 1.0184,                0.94426,                0.94737,                 0.9564,                0.84698,                0.57118,                0.47659,                0.88631,              0.0005546,              0.0005546,              0.0005546
                     75,                0.85324,                0.59254,                 1.0178,                0.89456,                0.94737,                 0.9257,                0.81991,                0.56609,                0.52912,                0.88811,              0.0005348,              0.0005348,              0.0005348
                     76,                0.77345,                0.53915,                0.98679,                0.89558,                0.94737,                0.93084,                0.83264,                0.54717,                0.52223,                0.88009,               0.000515,               0.000515,               0.000515
                     77,                0.76038,                0.54871,                0.96509,                 0.8959,                0.94737,                0.93751,                0.83891,                0.56861,                0.54929,                0.88071,              0.0004952,              0.0004952,              0.0004952
                     78,                0.78636,                0.54252,                0.98231,                0.89418,                0.94737,                0.93203,                0.85631,                0.56204,                0.56174,                0.87563,              0.0004754,              0.0004754,              0.0004754
                     79,                  0.761,                0.54656,                0.96846,                0.91136,                0.94737,                0.93041,                0.82994,                0.57291,                 0.4995,                0.87174,              0.0004556,              0.0004556,              0.0004556
                     80,                0.82208,                0.54032,                0.99531,                0.93275,                0.94737,                0.93408,                0.82927,                0.56367,                0.45571,                0.86771,              0.0004358,              0.0004358,              0.0004358
                     81,                0.80558,                0.52724,                0.99885,                0.94011,                0.94737,                0.94342,                0.83706,                0.57217,                0.45262,                0.87021,               0.000416,               0.000416,               0.000416
                     82,                0.75028,                0.49246,                 0.9836,                0.94162,                0.94737,                0.94401,                0.84849,                0.55119,                 0.4445,                0.86919,              0.0003962,              0.0003962,              0.0003962
                     83,                0.75843,                0.50406,                0.96626,                0.93545,                0.94737,                0.94291,                0.85845,                 0.5377,                0.44619,                0.86987,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.7883,                0.52038,                 1.0027,                 0.9316,                0.94737,                0.93952,                0.84895,                0.53412,                0.45539,                0.87208,              0.0003566,              0.0003566,              0.0003566
                     85,                0.76162,                0.52305,                0.96347,                0.92653,                0.94737,                0.93037,                0.83165,                0.54862,                0.50201,                  0.873,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.7741,                0.50228,                0.97443,                0.92717,                0.94737,                0.93318,                0.82675,                0.54784,                0.48486,                0.87155,               0.000317,               0.000317,               0.000317
                     87,                0.76789,                0.52581,                0.95924,                0.92237,                0.94737,                0.94458,                0.82467,                0.56003,                0.47376,                0.87901,              0.0002972,              0.0002972,              0.0002972
                     88,                0.80924,                0.53027,                0.96589,                0.93113,                0.94737,                0.94745,                0.81471,                0.57325,                0.48452,                 0.8806,              0.0002774,              0.0002774,              0.0002774
                     89,                0.79073,                0.53582,                0.98963,                0.93915,                0.94737,                0.94777,                0.81839,                0.57063,                 0.4881,                0.88779,              0.0002576,              0.0002576,              0.0002576
                     90,                0.60997,                0.50048,                0.90749,                 0.9404,                0.94737,                 0.9476,                  0.832,                0.56279,                0.49294,                0.87913,              0.0002378,              0.0002378,              0.0002378
                     91,                 0.6034,                0.46368,                0.90482,                0.94361,                0.94737,                0.95023,                0.84705,                0.55433,                0.50723,                0.87502,               0.000218,               0.000218,               0.000218
                     92,                0.61699,                0.45753,                0.90022,                0.94625,                0.94737,                0.95533,                0.84566,                 0.5479,                 0.4939,                0.87276,              0.0001982,              0.0001982,              0.0001982
                     93,                0.57844,                0.43265,                0.88659,                 0.9469,                0.94737,                0.95469,                0.85742,                0.56899,                0.49346,                 0.8766,              0.0001784,              0.0001784,              0.0001784
                     94,                0.58665,                0.40706,                0.87714,                0.94563,                0.94737,                0.95479,                 0.8563,                0.56814,                0.48734,                0.87722,              0.0001586,              0.0001586,              0.0001586
                     95,                0.57452,                0.41291,                0.89145,                0.94404,                0.94737,                0.95356,                0.83951,                0.55819,                0.51947,                0.86844,              0.0001388,              0.0001388,              0.0001388
                     96,                0.57382,                0.41371,                0.88676,                0.94295,                0.94737,                0.95312,                0.83161,                0.56372,                0.53779,                0.86615,               0.000119,               0.000119,               0.000119
                     97,                0.56227,                0.40191,                0.88956,                0.94216,                0.94737,                0.94817,                0.83152,                  0.573,                0.54312,                0.86394,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.57103,                  0.403,                0.87633,                0.94161,                0.94737,                0.94819,                0.83465,                0.56278,                0.53052,                0.86171,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.58492,                0.40598,                0.88533,                0.94144,                0.94737,                0.94838,                0.84322,                0.55038,                0.51601,                0.86102,               5.96e-05,               5.96e-05,               5.96e-05
