                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.98773,                0.61385,                 1.1346,                0.98141,                0.88235,                0.96079,                0.79922,                0.74581,                 0.5321,                0.94412,               0.000977,               0.000977,               0.000977
                    157,                0.97462,                0.58968,                 1.0895,                 0.9382,                0.94118,                0.96344,                  0.778,                0.79867,                0.59701,                 0.9723,              0.0009704,              0.0009704,              0.0009704
                    158,                0.97483,                0.58614,                 1.0862,                      1,                0.89801,                 0.9611,                0.80938,                0.68353,                0.47492,                0.92572,              0.0009638,              0.0009638,              0.0009638
                    159,                0.99576,                0.60602,                 1.1292,                0.97662,                0.96078,                0.98271,                0.80976,                0.71258,                0.46149,                0.93825,              0.0009572,              0.0009572,              0.0009572
                    160,                0.99323,                0.62797,                 1.1021,                0.93923,                0.94118,                0.96735,                0.82889,                0.65194,                0.46553,                0.91178,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.0165,                0.62674,                 1.1085,                      1,                0.87774,                0.94201,                0.78891,                0.71368,                0.56782,                0.94695,               0.000944,               0.000944,               0.000944
                    162,                 1.0015,                0.60629,                  1.101,                0.95602,                0.94118,                 0.9638,                0.80517,                0.72605,                0.48777,                0.93275,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.0237,                0.61232,                 1.1136,                0.95935,                0.94118,                0.96649,                0.82366,                0.63687,                0.46052,                0.92112,              0.0009308,              0.0009308,              0.0009308
                    164,                0.96737,                0.58915,                 1.0999,                0.92238,                0.94118,                0.96009,                0.77093,                0.73159,                  0.576,                0.94247,              0.0009242,              0.0009242,              0.0009242
                    165,                0.98673,                0.59916,                 1.1189,                 0.9567,                0.94118,                0.95742,                0.81812,                0.66883,                0.49077,                0.92599,              0.0009176,              0.0009176,              0.0009176
                    166,                0.96586,                0.58449,                 1.1035,                0.97928,                0.92668,                0.95942,                0.81044,                0.65703,                0.49758,                0.92351,               0.000911,               0.000911,               0.000911
                    167,                 1.0038,                0.59624,                 1.1201,                0.95935,                0.92567,                0.96732,                0.81386,                0.68761,                0.48151,                0.92224,              0.0009044,              0.0009044,              0.0009044
                    168,                0.96492,                0.59329,                 1.0714,                0.97867,                0.89983,                0.96298,                0.82014,                 0.6238,                 0.4698,                0.91347,              0.0008978,              0.0008978,              0.0008978
                    169,                0.97209,                0.59709,                 1.0991,                0.97942,                0.93312,                0.96828,                0.80392,                0.69008,                0.48553,                0.92211,              0.0008912,              0.0008912,              0.0008912
                    170,                0.96914,                0.59535,                 1.0991,                 0.9387,                0.94118,                0.95994,                0.80065,                0.76779,                0.53357,                0.94856,              0.0008846,              0.0008846,              0.0008846
                    171,                0.95012,                0.56964,                 1.0816,                0.97677,                0.92157,                0.95692,                0.80863,                0.63958,                0.48565,                 0.9142,               0.000878,               0.000878,               0.000878
                    172,                0.95106,                0.56334,                 1.0767,                  0.958,                0.94118,                0.97099,                0.84346,                 0.6077,                0.45567,                0.91542,              0.0008714,              0.0008714,              0.0008714
                    173,                0.92015,                0.56336,                 1.0781,                0.95096,                0.94118,                0.95756,                0.77208,                0.83934,                0.58747,                0.96533,              0.0008648,              0.0008648,              0.0008648
                    174,                0.93955,                0.58118,                 1.0772,                0.99482,                0.92157,                 0.9727,                0.81409,                0.67848,                 0.4606,                0.92261,              0.0008582,              0.0008582,              0.0008582
                    175,                0.98851,                0.60781,                 1.1101,                0.92294,                 0.9394,                0.95047,                0.79198,                0.70383,                0.58491,                0.93488,              0.0008516,              0.0008516,              0.0008516
                    176,                0.93298,                0.58974,                 1.0725,                 0.9753,                0.94118,                0.97249,                0.83283,                0.64623,                0.43804,                0.90926,               0.000845,               0.000845,               0.000845
                    177,                0.95433,                0.57807,                 1.0861,                0.99573,                0.92157,                0.96741,                0.82804,                0.62644,                0.42777,                 0.9071,              0.0008384,              0.0008384,              0.0008384
                    178,                0.94366,                0.57234,                 1.0687,                 0.8867,                0.92157,                0.94484,                0.77929,                0.70618,                0.56467,                0.93591,              0.0008318,              0.0008318,              0.0008318
                    179,                0.96129,                0.58306,                 1.0984,                      1,                0.93875,                0.98277,                0.83141,                0.67131,                0.42343,                0.92139,              0.0008252,              0.0008252,              0.0008252
                    180,                0.97604,                0.58749,                 1.1187,                0.96073,                0.95949,                0.97901,                0.83016,                0.65329,                0.42382,                0.91923,              0.0008186,              0.0008186,              0.0008186
                    181,                0.96181,                0.58438,                 1.1116,                0.97669,                0.92157,                0.97257,                 0.8308,                0.62603,                0.43449,                0.91444,               0.000812,               0.000812,               0.000812
                    182,                0.91363,                0.56767,                 1.0737,                 0.9521,                0.94118,                0.96931,                0.83106,                0.62384,                0.44575,                0.91043,              0.0008054,              0.0008054,              0.0008054
                    183,                0.93799,                 0.5666,                 1.0835,                0.97945,                0.93445,                0.97233,                0.84355,                0.61395,                0.46413,                0.91471,              0.0007988,              0.0007988,              0.0007988
                    184,                0.96738,                0.58988,                 1.0963,                0.93575,                0.92157,                0.96776,                  0.817,                0.62142,                0.46437,                 0.9129,              0.0007922,              0.0007922,              0.0007922
                    185,                0.94335,                0.57959,                 1.0909,                0.94011,                0.96078,                 0.9667,                0.79321,                0.70059,                0.48692,                0.93353,              0.0007856,              0.0007856,              0.0007856
                    186,                0.91412,                0.54976,                 1.0822,                0.97549,                0.92157,                0.98014,                0.83161,                0.65273,                0.43954,                0.92705,               0.000779,               0.000779,               0.000779
                    187,                0.91086,                0.55478,                 1.0698,                0.95388,                0.92157,                0.97165,                0.81441,                 0.6526,                0.45457,                 0.9226,              0.0007724,              0.0007724,              0.0007724
                    188,                0.89854,                0.55733,                 1.0852,                0.95981,                0.93655,                0.96762,                 0.7938,                0.66954,                0.51055,                0.92339,              0.0007658,              0.0007658,              0.0007658
                    189,                0.91361,                0.54669,                 1.0254,                0.95987,                0.93804,                0.96603,                0.82445,                0.64327,                0.46553,                0.91029,              0.0007592,              0.0007592,              0.0007592
                    190,                0.91867,                0.52482,                 1.0723,                  0.995,                0.92157,                0.95988,                0.81447,                0.64716,                0.46656,                0.91994,              0.0007526,              0.0007526,              0.0007526
                    191,                0.96462,                0.57806,                 1.0951,                0.97529,                0.92157,                0.97162,                0.80983,                 0.7394,                0.47428,                0.92707,               0.000746,               0.000746,               0.000746
                    192,                0.97056,                0.56902,                 1.0989,                0.97995,                 0.9586,                0.96628,                0.80097,                0.72654,                0.48571,                 0.9266,              0.0007394,              0.0007394,              0.0007394
                    193,                0.94057,                 0.5946,                 1.0794,                      1,                0.92079,                0.95522,                0.82627,                0.62401,                0.47698,                0.91069,              0.0007328,              0.0007328,              0.0007328
                    194,                0.89566,                0.55464,                  1.061,                 0.9795,                0.93708,                0.97621,                0.82165,                0.67927,                0.45223,                0.91183,              0.0007262,              0.0007262,              0.0007262
                    195,                0.90142,                0.56545,                 1.0547,                0.97948,                0.93596,                0.98062,                0.86004,                 0.6368,                0.41575,                0.90691,              0.0007196,              0.0007196,              0.0007196
                    196,                0.91573,                  0.564,                 1.0792,                0.97564,                0.92157,                0.96649,                0.81421,                0.64801,                0.44763,                0.92432,               0.000713,               0.000713,               0.000713
                    197,                 0.9104,                0.55849,                 1.0663,                 0.9533,                0.94118,                0.96087,                0.81522,                0.64952,                0.49731,                 0.9112,              0.0007064,              0.0007064,              0.0007064
                    198,                0.89966,                0.54409,                 1.0529,                0.97984,                0.92157,                0.96587,                 0.8288,                0.62159,                0.42172,                0.90716,              0.0006998,              0.0006998,              0.0006998
                    199,                0.95085,                0.57322,                  1.083,                0.95311,                0.94118,                0.96541,                0.82619,                0.65809,                0.45132,                0.91907,              0.0006932,              0.0006932,              0.0006932
                    200,                0.92725,                0.56048,                 1.0628,                0.99149,                0.92157,                0.97306,                0.83849,                0.62065,                0.41261,                0.90509,              0.0006866,              0.0006866,              0.0006866
                    201,                0.94602,                0.56241,                 1.1065,                0.97594,                0.92157,                0.95699,                0.81953,                0.63925,                0.45724,                0.91659,                0.00068,                0.00068,                0.00068
                    202,                 0.8845,                0.53916,                 1.0701,                0.97365,                0.92157,                0.96346,                0.83595,                0.64123,                0.43721,                0.91519,              0.0006734,              0.0006734,              0.0006734
                    203,                0.93205,                0.55599,                 1.0891,                0.93997,                0.94118,                0.96915,                0.83072,                0.65965,                0.46033,                0.91823,              0.0006668,              0.0006668,              0.0006668
                    204,                0.92347,                0.55261,                 1.0594,                0.99777,                0.92157,                0.97846,                0.82766,                0.65887,                0.41971,                0.90617,              0.0006602,              0.0006602,              0.0006602
                    205,                0.92815,                0.56302,                 1.0848,                0.97946,                0.93495,                0.97641,                0.84574,                0.61546,                0.40576,                0.89777,              0.0006536,              0.0006536,              0.0006536
                    206,                0.89722,                0.55025,                 1.0439,                0.93722,                0.94118,                0.96149,                0.83273,                0.60351,                0.43898,                0.90137,               0.000647,               0.000647,               0.000647
                    207,                 0.9283,                0.53615,                 1.0703,                0.95884,                0.96078,                0.98247,                0.84644,                0.61404,                0.40422,                0.90186,              0.0006404,              0.0006404,              0.0006404
                    208,                0.87549,                0.53602,                 1.0509,                0.96069,                0.95845,                0.98004,                0.83825,                0.63217,                0.41656,                0.90587,              0.0006338,              0.0006338,              0.0006338
                    209,                0.88601,                 0.5316,                 1.0579,                0.94225,                0.95981,                 0.9783,                0.83951,                0.62216,                0.41361,                0.90794,              0.0006272,              0.0006272,              0.0006272
                    210,                0.90035,                0.54182,                 1.0791,                0.95756,                0.94118,                0.97855,                0.83493,                0.62133,                0.44222,                0.91552,              0.0006206,              0.0006206,              0.0006206
                    211,                0.89207,                0.54004,                 1.0636,                0.97684,                0.96078,                0.97164,                 0.8313,                0.60187,                0.39567,                0.90581,               0.000614,               0.000614,               0.000614
                    212,                0.87341,                0.53703,                  1.051,                0.97958,                0.94047,                0.96654,                0.80869,                0.68986,                0.44223,                0.91742,              0.0006074,              0.0006074,              0.0006074
                    213,                0.90285,                0.54283,                 1.0524,                 0.9747,                0.94118,                 0.9624,                0.82774,                0.59603,                0.41312,                0.89895,              0.0006008,              0.0006008,              0.0006008
                    214,                0.83509,                0.51497,                 1.0405,                0.97307,                0.94118,                0.96972,                0.84047,                0.62351,                0.43012,                0.89715,              0.0005942,              0.0005942,              0.0005942
                    215,                0.89776,                0.53278,                 1.0625,                 0.9575,                0.94118,                0.97043,                0.81971,                 0.6203,                0.42995,                0.90331,              0.0005876,              0.0005876,              0.0005876
                    216,                0.89746,                0.54973,                 1.0612,                0.95861,                0.96078,                0.96735,                0.81866,                0.62685,                0.43525,                0.90321,               0.000581,               0.000581,               0.000581
                    217,                0.88843,                0.55322,                 1.0619,                0.97989,                0.95552,                0.97233,                0.84121,                0.63665,                0.45298,                  0.904,              0.0005744,              0.0005744,              0.0005744
                    218,                0.89335,                0.54718,                 1.0675,                0.97939,                0.93207,                0.96486,                 0.8306,                0.59372,                0.43503,                0.89762,              0.0005678,              0.0005678,              0.0005678
                    219,                0.87962,                0.54817,                 1.0903,                      1,                0.91615,                0.96219,                0.82874,                 0.5823,                 0.4319,                0.89939,              0.0005612,              0.0005612,              0.0005612
                    220,                0.90098,                0.53894,                 1.0663,                0.98243,                0.92157,                0.96443,                0.82369,                0.60329,                0.43239,                0.90081,              0.0005546,              0.0005546,              0.0005546
                    221,                0.90306,                0.55132,                 1.0761,                0.96225,                0.92157,                0.97455,                0.81607,                0.65875,                 0.4446,                0.91127,               0.000548,               0.000548,               0.000548
                    222,                0.84739,                0.51966,                 1.0383,                0.95193,                0.94118,                0.97898,                0.83696,                0.58535,                0.39999,                0.89176,              0.0005414,              0.0005414,              0.0005414
                    223,                0.88888,                0.54147,                 1.0788,                0.95241,                0.94118,                 0.9653,                0.81194,                 0.6577,                 0.4554,                  0.913,              0.0005348,              0.0005348,              0.0005348
                    224,                0.84847,                0.53016,                 1.0457,                0.95376,                0.94118,                0.96416,                0.83367,                0.61621,                0.45584,                0.90229,              0.0005282,              0.0005282,              0.0005282
                    225,                0.93139,                0.55457,                 1.0788,                0.95182,                0.94118,                0.97014,                0.83534,                0.60804,                 0.4313,                0.89814,              0.0005216,              0.0005216,              0.0005216
                    226,                0.89497,                0.54545,                 1.0631,                 0.9436,                0.94118,                0.96134,                0.83768,                0.61244,                0.46098,                0.90665,               0.000515,               0.000515,               0.000515
                    227,                0.88737,                0.53687,                 1.0559,                0.95583,                0.94118,                0.97578,                0.81459,                0.68669,                0.43759,                0.92144,              0.0005084,              0.0005084,              0.0005084
                    228,                0.83572,                0.50636,                 1.0475,                0.95624,                0.94118,                0.97912,                0.84933,                0.57257,                0.40385,                 0.8929,              0.0005018,              0.0005018,              0.0005018
                    229,                0.88754,                0.52492,                 1.0691,                 0.9566,                0.96078,                0.96847,                0.80959,                0.66529,                0.45449,                0.91669,              0.0004952,              0.0004952,              0.0004952
                    230,                 0.8765,                0.52406,                 1.0352,                0.95712,                0.94118,                0.97369,                0.85592,                0.59273,                0.41217,                0.89841,              0.0004886,              0.0004886,              0.0004886
                    231,                0.85697,                0.51556,                 1.0446,                0.95688,                0.94118,                 0.9705,                0.83827,                0.61694,                0.41383,                0.91108,               0.000482,               0.000482,               0.000482
                    232,                0.86532,                0.53467,                 1.0353,                0.94995,                0.90196,                0.95786,                0.81532,                0.62676,                0.45329,                0.91631,              0.0004754,              0.0004754,              0.0004754
                    233,                0.86524,                0.51192,                 1.0645,                0.97945,                0.93461,                0.96936,                0.83785,                0.61557,                0.42143,                 0.8994,              0.0004688,              0.0004688,              0.0004688
                    234,                0.87697,                0.51749,                 1.0618,                0.95409,                0.94118,                0.95611,                0.83081,                0.61521,                0.44834,                0.91381,              0.0004622,              0.0004622,              0.0004622
                    235,                0.89871,                0.56252,                 1.0702,                0.94208,                0.95692,                0.97513,                0.81464,                 0.6947,                0.44555,                0.92788,              0.0004556,              0.0004556,              0.0004556
                    236,                0.86105,                0.54739,                  1.067,                0.97917,                0.92175,                0.97934,                0.84691,                0.59731,                 0.3883,                0.89721,               0.000449,               0.000449,               0.000449
                    237,                 0.8096,                 0.5022,                 1.0366,                0.95614,                0.94118,                0.97865,                0.84113,                0.58488,                0.40327,                0.89664,              0.0004424,              0.0004424,              0.0004424
                    238,                0.83572,                0.50101,                 1.0289,                0.96067,                0.95781,                0.98145,                0.85479,                0.59292,                0.38078,                0.89626,              0.0004358,              0.0004358,              0.0004358
                    239,                0.83486,                0.49516,                 1.0296,                0.95638,                0.94118,                0.96407,                0.83262,                0.61591,                0.41257,                0.91012,              0.0004292,              0.0004292,              0.0004292
                    240,                0.87084,                0.51929,                 1.0588,                0.95746,                0.94118,                0.96273,                0.84465,                0.59785,                0.44686,                0.90482,              0.0004226,              0.0004226,              0.0004226
                    241,                0.89087,                0.54148,                 1.0837,                0.95473,                0.94118,                0.97451,                0.83752,                0.62048,                0.42576,                 0.8963,               0.000416,               0.000416,               0.000416
                    242,                0.82098,                0.50479,                 1.0435,                0.93889,                0.96078,                0.97991,                0.83254,                0.66615,                0.45784,                0.90684,              0.0004094,              0.0004094,              0.0004094
                    243,                0.86468,                 0.5304,                 1.0564,                0.99234,                0.90196,                0.97865,                0.85566,                0.59417,                0.42373,                0.89492,              0.0004028,              0.0004028,              0.0004028
                    244,                0.83345,                0.52755,                 1.0432,                      1,                 0.9333,                 0.9731,                0.85203,                0.59211,                0.40126,                0.89387,              0.0003962,              0.0003962,              0.0003962
                    245,                0.81842,                0.48939,                 1.0257,                0.98272,                0.92157,                0.96869,                0.82759,                 0.6096,                0.39441,                0.89576,              0.0003896,              0.0003896,              0.0003896
