                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.1304,                0.68814,                 1.1547,                0.95523,                0.96078,                0.97877,                0.74749,                 0.8732,                0.55923,                0.97775,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.1378,                0.70272,                 1.1647,                  0.978,                0.87194,                0.96473,                0.70312,                 1.0467,                0.64596,                 1.0574,              0.0013202,              0.0013202,              0.0013202
                    105,                  1.147,                0.69355,                 1.1846,                0.99689,                0.92157,                0.96582,                0.81392,                0.69651,                0.48139,                0.95049,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.0992,                0.67502,                 1.1496,                0.96971,                0.92157,                  0.961,                0.78996,                0.71795,                0.55186,                0.95856,               0.001307,               0.001307,               0.001307
                    107,                  1.183,                 0.7092,                 1.1919,                0.96977,                0.88235,                 0.9604,                0.76695,                 0.7771,                0.56774,                0.96598,              0.0013004,              0.0013004,              0.0013004
                    108,                 1.0508,                0.68053,                 1.1117,                0.95919,                0.94118,                0.96829,                0.79353,                0.75549,                0.50236,                0.95869,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.0709,                0.66329,                 1.1287,                0.92272,                0.93652,                0.97644,                0.78931,                0.76459,                0.50094,                0.95744,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.0508,                0.68154,                 1.1757,                 0.9935,                0.92157,                0.97771,                0.80957,                0.74293,                0.49434,                 0.9468,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.1188,                0.71938,                 1.1921,                0.92261,                0.93507,                0.96237,                0.75367,                0.85406,                0.60299,                0.99756,               0.001274,               0.001274,               0.001274
                    112,                 1.1143,                0.67718,                 1.1628,                      1,                0.91837,                0.95485,                0.80108,                0.72994,                0.54915,                0.95274,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.0922,                0.68335,                  1.161,                0.99453,                0.92157,                0.97522,                0.79257,                0.75874,                0.52693,                0.95617,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.0689,                0.67249,                 1.1506,                0.98954,                0.94118,                0.97273,                0.79535,                 0.7481,                0.53666,                0.95064,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.1147,                0.69434,                 1.1673,                0.97966,                0.96078,                0.97872,                0.78927,                0.77223,                0.53169,                0.95542,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.0518,                0.65673,                 1.1416,                      1,                0.91646,                0.97389,                0.78311,                0.72862,                0.51106,                0.95224,               0.001241,               0.001241,               0.001241
                    117,                 1.0577,                0.65796,                 1.1679,                      1,                0.93613,                0.97993,                0.80848,                0.70554,                 0.4662,                0.93887,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.0139,                  0.643,                 1.1271,                0.97903,                0.91534,                0.97596,                0.77744,                0.80676,                0.56167,                 0.9681,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.0546,                0.66473,                 1.1489,                0.94026,                0.94118,                0.96347,                0.75692,                0.85826,                0.58269,                0.98898,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.1233,                 0.6798,                 1.1783,                0.99766,                0.90196,                0.96379,                0.79222,                0.72996,                 0.4828,                0.95297,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.0773,                0.69417,                  1.162,                 0.9744,                0.92157,                0.96259,                0.78155,                0.78796,                0.52484,                0.96534,               0.001208,               0.001208,               0.001208
                    122,                 1.0575,                 0.6585,                 1.1344,                0.93672,                0.92157,                0.96439,                0.77092,                0.79423,                0.56455,                0.97205,              0.0012014,              0.0012014,              0.0012014
                    123,                  1.116,                0.64863,                 1.1595,                0.97563,                0.92157,                0.97555,                0.79522,                0.71181,                0.49197,                0.94817,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.1278,                0.70495,                 1.1494,                0.96939,                0.94118,                0.97928,                0.80548,                0.71568,                 0.5782,                0.95228,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.0585,                0.67964,                   1.16,                0.92142,                0.96078,                0.97913,                 0.7731,                0.81664,                0.74391,                0.99193,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.0615,                0.67773,                 1.1474,                0.99089,                0.92157,                0.95068,                0.78818,                0.73217,                0.56473,                0.98721,               0.001175,               0.001175,               0.001175
                    127,                 1.0429,                0.63172,                 1.1427,                0.94746,                0.82353,                0.92848,                 0.7122,                0.88543,                0.64836,                 1.0173,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.0465,                0.64014,                 1.1006,                0.99712,                0.92157,                0.95675,                 0.8062,                0.70418,                0.49259,                0.95029,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.0142,                0.60816,                 1.1032,                0.94088,                 0.9362,                0.96418,                0.79485,                0.73337,                0.52179,                0.95641,              0.0011552,              0.0011552,              0.0011552
                    130,                 1.0658,                0.63849,                 1.1441,                0.93709,                0.88235,                0.93213,                0.72402,                0.90329,                0.59938,                 1.0127,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.0618,                0.64399,                 1.1373,                      1,                 0.9005,                  0.953,                0.78977,                0.69465,                0.48298,                0.95114,               0.001142,               0.001142,               0.001142
                    132,                 1.0364,                0.65918,                 1.1132,                0.96809,                0.94118,                0.98004,                0.74932,                0.91039,                0.51883,                0.98426,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.0464,                0.63882,                 1.1048,                0.95991,                0.93909,                0.97702,                0.80669,                0.67312,                0.48715,                0.92402,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.0503,                0.66691,                 1.1417,                0.93071,                0.94118,                0.96497,                0.81395,                0.68554,                0.52716,                0.92384,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.0233,                0.62134,                 1.1339,                0.98233,                0.92157,                0.98013,                0.78037,                0.79142,                0.55487,                0.97211,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.0157,                0.61389,                 1.1179,                0.99692,                0.92157,                0.96561,                0.80097,                0.68877,                0.48004,                0.93304,               0.001109,               0.001109,               0.001109
                    137,                 1.0004,                0.63153,                  1.111,                0.97897,                0.94118,                0.97359,                0.82432,                0.67042,                0.47495,                0.92686,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.0299,                0.63533,                 1.1544,                0.97953,                0.93824,                0.97272,                0.78669,                0.78301,                0.49149,                0.95061,              0.0010958,              0.0010958,              0.0010958
                    139,                  1.046,                0.63931,                 1.1157,                0.90514,                0.93553,                0.94263,                0.78428,                0.69132,                0.54797,                0.93759,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.0037,                0.62953,                 1.1358,                0.99951,                0.92157,                0.97423,                0.80244,                0.73972,                  0.524,                0.95295,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.0061,                0.62425,                 1.1185,                0.97899,                0.91362,                 0.9609,                0.79883,                0.72042,                0.50851,                0.95242,               0.001076,               0.001076,               0.001076
                    142,                0.98802,                0.62883,                 1.1082,                0.95522,                0.96078,                0.96232,                0.75199,                 0.8157,                0.53398,                0.96601,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.0266,                0.61351,                 1.1243,                0.99535,                0.92157,                  0.979,                0.82161,                0.68792,                0.45634,                  0.935,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.0349,                0.60021,                 1.1079,                      1,                0.93807,                0.97802,                0.78086,                0.77149,                0.46864,                0.96574,              0.0010562,              0.0010562,              0.0010562
                    145,                0.96383,                0.58665,                 1.0985,                0.99843,                0.92157,                0.97517,                0.81587,                0.70909,                0.44674,                0.93977,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.0236,                0.61477,                  1.121,                0.99723,                0.92157,                0.97671,                0.81147,                0.69234,                 0.4546,                0.92551,               0.001043,               0.001043,               0.001043
                    147,                 1.0155,                0.61884,                 1.1289,                0.97067,                0.96078,                0.96856,                0.80274,                0.73435,                0.51258,                0.94564,              0.0010364,              0.0010364,              0.0010364
                    148,                0.95577,                0.58199,                 1.0887,                0.96074,                0.95973,                0.97343,                0.79072,                0.79475,                0.51204,                0.94202,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.0185,                0.62149,                 1.1119,                0.99671,                0.92157,                0.97166,                0.81664,                0.69198,                0.47793,                0.93844,              0.0010232,              0.0010232,              0.0010232
                    150,                0.99126,                0.59521,                  1.106,                0.95134,                0.94118,                0.95512,                0.79222,                0.73478,                 0.5593,                0.95827,              0.0010166,              0.0010166,              0.0010166
                    151,                0.99057,                0.59577,                 1.1203,                0.97472,                0.92157,                0.96202,                0.79831,                0.66074,                0.50848,                0.92487,                0.00101,                0.00101,                0.00101
                    152,                0.99023,                0.60465,                 1.1075,                0.92115,                0.96078,                0.97173,                0.81994,                0.69946,                0.49819,                0.92312,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.0064,                0.62706,                 1.1119,                0.93545,                0.92157,                0.97206,                0.83273,                 0.6709,                0.48474,                0.93326,              0.0009968,              0.0009968,              0.0009968
                    154,                 0.9651,                0.60858,                  1.074,                0.95977,                0.93565,                 0.9545,                0.77727,                0.78756,                0.54221,                0.95126,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.0174,                 0.6323,                 1.0959,                0.98941,                0.92157,                 0.9486,                0.78173,                0.73193,                0.52568,                0.93794,              0.0009836,              0.0009836,              0.0009836
