                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.2933,                0.78508,                  1.245,                0.89816,                0.92895,                0.93691,                  0.702,                0.94439,                0.63943,                 1.0735,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.3311,                0.76781,                 1.2373,                 0.9921,                0.89474,                0.92993,                0.70404,                0.92924,                0.61655,                 1.0865,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.2497,                 0.7842,                 1.2419,                0.94663,                0.93415,                0.93561,                0.67367,                0.97482,                0.62822,                 1.0776,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.2532,                0.75658,                 1.2463,                 0.9862,                0.89474,                0.93479,                0.67524,                 1.0057,                0.63397,                 1.1045,                0.00101,                0.00101,                0.00101
                    152,                 1.2274,                0.77618,                 1.2101,                0.97989,                0.89474,                0.93751,                0.71263,                0.95064,                 0.6777,                 1.0793,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.1979,                0.77924,                 1.1753,                  0.985,                0.52632,                0.69617,                0.45742,                 1.3001,                  1.227,                 1.2651,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.2338,                0.73729,                 1.1867,                0.88135,                0.47368,                0.57631,                0.37559,                 1.4316,                 1.4216,                 1.3502,              0.0009902,              0.0009902,              0.0009902
                    155,                  1.259,                0.84637,                 1.2389,                0.99021,                0.89474,                0.93541,                0.68248,                0.95372,                0.62828,                 1.0852,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.2962,                0.83921,                 1.2448,                0.99457,                0.89474,                0.90789,                0.69574,                0.90832,                0.63052,                  1.103,               0.000977,               0.000977,               0.000977
                    157,                 1.2114,                0.77747,                 1.2092,                0.98879,                0.89474,                0.90183,                0.68033,                0.90178,                0.59044,                 1.1032,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.1454,                0.79571,                 1.1894,                0.99121,                0.89474,                0.90922,                0.69225,                0.86405,                0.63191,                 1.0777,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.2251,                0.77533,                 1.1936,                0.99428,                0.89474,                0.91241,                0.65071,                  1.064,                 0.6783,                 1.1059,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.2623,                0.77221,                 1.2034,                0.98893,                0.89474,                0.91179,                0.68952,                0.92744,                0.62666,                 1.0812,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.2531,                0.77623,                  1.213,                0.98871,                0.89474,                0.94013,                0.69762,                0.94991,                0.62088,                 1.0701,               0.000944,               0.000944,               0.000944
                    162,                 1.2249,                0.79354,                 1.2003,                      1,                0.94099,                0.94683,                0.71081,                0.89479,                0.58254,                 1.0551,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.2524,                0.74759,                 1.1883,                0.93488,                0.94737,                0.94115,                0.71494,                0.91456,                 0.5972,                 1.0444,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.2119,                0.72598,                 1.1703,                0.86899,                0.84211,                0.89425,                0.59166,                 1.1869,                0.75011,                 1.1378,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.2252,                0.78134,                 1.1993,                      1,                0.89404,                0.94562,                0.73244,                0.85721,                0.58218,                 1.0447,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.2312,                0.75669,                  1.191,                0.99415,                0.89474,                0.93027,                0.70697,                0.92313,                0.57093,                 1.0964,               0.000911,               0.000911,               0.000911
                    167,                 1.2213,                0.77924,                 1.2398,                      1,                0.88569,                0.94282,                0.71533,                0.89022,                0.59279,                 1.0411,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.1818,                0.73821,                  1.148,                0.85204,                0.94737,                0.91115,                0.70885,                0.85937,                0.63004,                 1.0085,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.1999,                0.77177,                 1.1818,                0.84983,                0.94737,                0.90833,                0.70642,                0.82259,                0.66313,                 1.0166,              0.0008912,              0.0008912,              0.0008912
                    170,                  1.298,                0.79667,                 1.2189,                0.85048,                0.94737,                0.89402,                0.63444,                 1.0263,                  0.712,                 1.0751,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.1695,                0.75043,                 1.1695,                0.99042,                0.89474,                0.92714,                0.67336,                 1.0383,                0.62831,                 1.0908,               0.000878,               0.000878,               0.000878
